translation,Region,Province,Comune
Ma vostra nona no ve fala mia la polenta tute le stimane?,Veneto,Verona,Verona
Ma vostra nona non la ve fa mia la polenta ogni stimana?,Veneto,Verona,Verona
"Ma vostra nona, non ve fa mia la polenta tutte le settimane?",Veneto,Verona,Verona
Ma vostra nona non ve fala la polenta tute le settimane? ,Veneto,Verona,Verona
Ma vostra nonna no ve fala mia la polenta ogni setimana?,Veneto,Verona,Verona
To nona no te faea poenta ogni stimana?,Veneto,Verona,Verona
Ma vostra nona non ve fala mia la polenta ogni setimana?,Veneto,Verona,Verona
Ma to nona no Ve fala la polenta tute le settimane??,Veneto,Verona,Verona
"Ma vostra nonna, non ve la cusina la polenta tute le semane?",Veneto,Verona,Verona
Ma vostra nonna non ve fa mica la polenta tutte le settimane ,Veneto,Verona,Verona
Ma vostra nona no vea fa la polenta tute le semane?,Veneto,Verona,Verona
To nona non te fa la polenta tute le stimane?,Veneto,Verona,Verona
Ma vostra nona non vele fa mia la polenta tutte le settimane?,Veneto,Verona,Verona
vostra nona non ve la fala mia la polenta tute le setimane?,Veneto,Verona,Verona
ma a nonna vost na a fac a polent tutt e semman?,Veneto,Verona,Verona
Ma vo nona non la fa mia la polenta tute le setimane?,Veneto,Verona,Verona
ma vostra nona no ve a fa a polenta tode le settiman?,Veneto,Verona,Verona
Ma vostra nona no ve fa la polenta tute le stimane?,Veneto,Verona,Vigasio
Ma vostra nona no ve fa la poenta tute le stimane?,Veneto,Verona,Vigasio
non fa la mia tute le stimane la polenta to nona,Veneto,Verona,Vigasio
Ma la nona non ve fala mia la polenta tute le stimane?,Veneto,Verona,Villafranca di Verona
Vostra nona no la ve fa mia la poenta tute le semane?,Veneto,Verona,Villafranca di Verona
Ma to nona fala mia la polenta ogni setemana?,Veneto,Verona,Villafranca di Verona
Ma vostra nona non ve la fala mia la polenta tute le setimane?,Veneto,Verona,Villafranca di Verona
Ma Ostra nona no Ve fala mia la polenta tute le stimane?,Veneto,Verona,Villafranca di Verona
To nona non te fala mia la polenta tutte le settimane,Veneto,Verona,Villafranca di Verona
ma vostra nona non ve fala mia la polenta tute le setimane?,Veneto,Verona,Villafranca di Verona
Non lo so,Veneto,Verona,Villafranca di Verona
Ma to nona ve fala mia la polenta tutt'e le stimane,Veneto,Verona,Zevio
Ma vostra nona no ve fa ła połenta tute e setimane?,Veneto,Verona,Zevio
Ma vostra nona ve fala mia la polenta tute le setimane?,Veneto,Verona,Zimella
Vostra nona non la ve fala mia la poenta tute e stimane?,Veneto,Vicenza,Alonte
Ma to nona no te fa mia la poenta tutte le settimane?,Veneto,Vicenza,Altavilla Vicentina
Vostra nona non va fa la polenta tuta le stimane?,Veneto,Vicenza,Altavilla Vicentina
Vostra nona no ve fa mia la poenta tute le stiman?,Veneto,Vicenza,Arcugnano
Ma to nona fala mia la polenta tuta la stimana?,Veneto,Vicenza,Arzignano
Ma to nona non te fala la polenta tutte le settimane?,Veneto,Vicenza,Arzignano
Ma vostra nona non ve fa mia la poenta tutte le stimane?,Veneto,Vicenza,Arzignano
Ma vostra nona non ve fala a polenta tute e stimane?,Veneto,Vicenza,Asiago
Ma vostra nona ve fala a polenta tute e stimane?,Veneto,Vicenza,Asigliano Veneto
ma vostra nona non ve fa la poenta ogni setimana ,Veneto,Vicenza,Barbarano Mossano
Ma vostra nona non ve 'a fa 'a poenta tute 'e setimane?,Veneto,Vicenza,Bassano del Grappa
Ma to nona no a cusina poenta tute e setimane?,Veneto,Vicenza,Bassano del Grappa
Ma vostra nona no ve fa mia a poenta tute e setimane?,Veneto,Vicenza,Bassano del Grappa
Ma vostra nona non ve a fa mica a poenta tute e setimane?!,Veneto,Vicenza,Bassano del Grappa
Si,Veneto,Vicenza,Bassano del Grappa
"""ma vostra nona non ve fa mia a poenta tutte e setimane?•",Veneto,Vicenza,Bassano del Grappa
Ma a vostra nona no ve fa a polenta tute e semane?,Veneto,Vicenza,Bassano del Grappa
ma to nona no te fa a poenta tute e setimane?,Veneto,Vicenza,Bassano del Grappa
Ma la nona no ghe fa a polenta tute le setimane?,Veneto,Vicenza,Bassano del Grappa
ma vostra nona no vea fa a poenta tute e setimane?,Veneto,Vicenza,Bolzano Vicentino
ma vo nona no a ghe fa mia 'a poenta tuti i dí?,Veneto,Vicenza,Breganze
Ma to nona no te cusinela mia la poenta tute le settimane?,Veneto,Vicenza,Breganze
ma vostra nonna no vea fa la poenta tutte le semane?,Veneto,Vicenza,Breganze
Ma vostra nona non ve fa mia la polenta tute le stimane?,Veneto,Vicenza,Campiglia dei Berici
Ma vostra nona non ve a fa a polenta tute le setimane?,Veneto,Vicenza,Campiglia dei Berici
Ma vostra nona no ve la fala mìa la polenta tute e settimane?,Veneto,Vicenza,Carrè
Ma to nona non ve fa a poenta tutte e settimane?,Veneto,Vicenza,Cartigliano
Ma vostra nona no a ve fa a poenta tutte e setimane?,Veneto,Vicenza,Cassola
Ma tó nona no te fà mia a połenta tute e setimane?,Veneto,Vicenza,Cassola
Ea vostra nona no ve fa a poenta tutte e setemane?,Veneto,Vicenza,Cassola
Ma to nona no ve a fa a poenta tute e setemane?,Veneto,Vicenza,Cassola
To nona a te fa mia a polenta tute stimane?,Veneto,Vicenza,Chiampo
Ma to nóna no ve fa ła połenta tute łe setimàne? ,Veneto,Vicenza,Colceresa
Vostra nona ve la fala mia la polenta tutte le stima e?,Veneto,Vicenza,Cornedo Vicentino
Ma la vostra nona non ve la fa mia la polenta tute le stimane,Veneto,Vicenza,Cornedo Vicentino
Ma vostra nona ve fala mia a poenta tute e settimane?,Veneto,Vicenza,Cornedo Vicentino
Ma vostra nona no te a fa la poenta tutte le settimane ,Veneto,Vicenza,Costabissara
Ma vostra nona Ve fala mia la polenta ogni stimana?,Veneto,Vicenza,Crespadoro
Ma vostra nona no la ve fa a poenta tute e stimane?,Veneto,Vicenza,Dueville
To nona non a te fa la polenta tutte e settimane?,Veneto,Vicenza,Enego
Ma vostra nona no a ve fa mia a poenta tute le setimane?,Veneto,Vicenza,Fara Vicentino
Vostra nona non ve a fa a poenta tute e settimane? ,Veneto,Vicenza,Gambellara
"Ciò, la nona de voialtri non ve la fase mia la poenta te le stimane?",Veneto,Vicenza,Grumolo delle Abbadesse
Ma to nona non fa mia la polenta tute le semane?,Veneto,Vicenza,Grumolo delle Abbadesse
Ma vostra nona no la fà mia ła połenta tute łe settimane? ,Veneto,Vicenza,Grumolo delle Abbadesse
Ma to nona non vea fa ea poenta tute e setimane?,Veneto,Vicenza,Grumolo delle Abbadesse
Ma to nona non ve la fa mia la polenta in ste setimane?,Veneto,Vicenza,Isola Vicentina
Vostra nona no ve fa la polenta tute e setimane?,Veneto,Vicenza,Isola Vicentina
"ostaria, to nona te 'a fa la poenta tutte 'e stimane?",Veneto,Vicenza,Isola Vicentina
To nona non ve fa la poenta tutti i di,Veneto,Vicenza,Longare
Ma vostra nona ve fala la polenta ogni stimana?,Veneto,Vicenza,Lonigo
"Scolta vostra nona no, non v'è fa a poenta tutte le settiman?",Veneto,Vicenza,Lonigo
Ma vostra nona non ve fala mia la polenta tutte le stimane?,Veneto,Vicenza,Lonigo
.,Veneto,Vicenza,Lonigo
Ma vostra nona non ve fala la polenta tutte le stimane?,Veneto,Vicenza,Lonigo
Ma to nona non te la ghe fa la polenta tutte le settimane?,Veneto,Vicenza,Lonigo
Ma vostra nona no ve fa poenta tutte e stimane?,Veneto,Vicenza,Lusiana Conco
"Dio can, ma vostra nona ve fa mìa ea poenta tute e setimane? ",Veneto,Vicenza,Malo
Vostra nona ve fa la poenta tutte e stimane ,Veneto,Vicenza,Marano Vicentino
Ma vostra nona mi ve fa mia la poenta tute le setimane?,Veneto,Vicenza,Marano Vicentino
Ma vostra nona non ve fa a poenta tutte e stimane?,Veneto,Vicenza,Marostica
to nona ,Veneto,Vicenza,Marostica
Ma vostra nona non ve parecia a poenta tute e setimane?,Veneto,Vicenza,Montecchio Maggiore
Ma to nona non te fá a polenta tutte le stimane ,Veneto,Vicenza,Montecchio Maggiore
"Ma to nona, non ghe ve fa a poenta tute le setiman?",Veneto,Vicenza,Montecchio Maggiore
Ma vostra nonna non ve la fa la poenta tute le semane? ,Veneto,Vicenza,Montecchio Precalcino
Ma vostra nona non ve la fa a poenta tute  e setimane,Veneto,Vicenza,Montegalda
Ma vostra nona non ve fa ła połenta tute łe setimane ,Veneto,Vicenza,Monteviale
Ma vostra nona non ve fa la poenta tute e setimane,Veneto,Vicenza,Monteviale
ciò ma vostra nona no ve ma mia a poenta tutte e settimane?,Veneto,Vicenza,Mussolente
Ma vostra nona non ve la fala miga la polenta tute le stimane? ,Veneto,Vicenza,Pedemonte
Ma vostra nona no ve a fa mia la polenta tute le setimane?,Veneto,Vicenza,Piovene Rocchette
Ma vostra nona come se che ve fa la polenta ogni settimana? ,Veneto,Vicenza,Piovene Rocchette
Ma vostra nona no ve fa mia a poenta tute e stimane?,Veneto,Vicenza,Pove del Grappa
ma to nonna non ve fa la polenta tutte le stimane?,Veneto,Vicenza,Recoaro Terme
ma vostra nona non ve la fa mia la polenta tute le stimane?,Veneto,Vicenza,Recoaro Terme
Ma vostra nona no ve fa a polenta tute e settimane?,Veneto,Vicenza,Romano d'Ezzelino
Ma vostra nona no a ve fa mia a puenta tute e setimane ciò?,Veneto,Vicenza,Romano d'Ezzelino
Ma vostra nona non a ve fa a poenta tute e setimane?,Veneto,Vicenza,Romano d'Ezzelino
vostra nòna non ve fa la poenta tutte e settimane?,Veneto,Vicenza,Rossano Veneto
ma vostra nona non vea fa a poenta tute e setimane?,Veneto,Vicenza,Rosà
Ma a nona vostra non ve a fa a poenta tute e setimane?,Veneto,Vicenza,Rosà
Ma vostra nona no ve fala a poenta tute e setimane? ,Veneto,Vicenza,Sarcedo
Ma to nona non fa a poenta tute e setimane?,Veneto,Vicenza,Schiavon
ma to nona non te fa a polenta tutte e settimane?,Veneto,Vicenza,Schiavon
"Ma to Nona, no Ve fa mia a polenta tute e settimane?",Veneto,Vicenza,Schio
Ma vostra nona non ve fa la polenta tutte e setimane?,Veneto,Vicenza,Schio
Ma vostra nona non ve fa mia la polenta ogni stimana?,Veneto,Vicenza,Schio
Ma to nona noa fa a poenta tute e settimane?,Veneto,Vicenza,Schio
Ma vostra nona non ve fa a poenta tutte e stimane?,Veneto,Vicenza,Solagna
Va vostra nona nn vea fa mia la poenta tute e setimane?,Veneto,Vicenza,Sossano
Ma vostra nona non vea fa a poenta tute e settimane?,Veneto,Vicenza,Tezze sul Brenta
Ma vustra nona no Ve fa a polenta tutte le settimane?,Veneto,Vicenza,Tezze sul Brenta
Ma vostra nonna non ve fa a polenta tutt'e le settimane ,Veneto,Vicenza,Thiene
ma vostra nonna non Ve a fa la polenta tute le settimane ,Veneto,Vicenza,Thiene
Ma vostra nona non ve fa mia la polenta tute e settimane?,Veneto,Vicenza,Torrebelvicino
ma vostra nona non ve fa la polenta tutte le settiman?,Veneto,Vicenza,Torrebelvicino
To nona non vè ła fa la poenta ogni altra settimana?,Veneto,Vicenza,Torri di Quartesolo
Uguale a sopra,Veneto,Vicenza,Valbrenta
ma la vostra nona no a fa a poenta tute e setimane,Veneto,Vicenza,Valbrenta
ma to nona non ghe a fa la poenta tutte e stimane?,Veneto,Vicenza,Valbrenta
Ma vostra nona no vea fa mia (l)ea po(l)enta tute (i)e stimane?,Veneto,Vicenza,Valdagno
Ma vostra nona no ve fa la polenta tute le setimane?,Veneto,Vicenza,Valdagno
Ma vostra nona non la ve fa mia la polenta tute le semane?,Veneto,Vicenza,Valdagno
Ma vostra nonna non vi fa la polenta ogni settimana ,Veneto,Vicenza,Valdagno
Ma vostra nona non ve la fala mia la polenta tutte le setimane ,Veneto,Vicenza,Valdagno
Ma te nona non ghe fa mia la polenta ogne settimana?,Veneto,Vicenza,Valdagno
Ma vostra Nona non fala ea poenta ogni stimana?,Veneto,Vicenza,Vicenza
Ma vostra nona Ve fala la poenta sempre?,Veneto,Vicenza,Vicenza
Ma vostra nona non ve la fala mia la polenta ogni stimana,Veneto,Vicenza,Vicenza
Ma vostra nona no va fa a polenta tute le stimane,Veneto,Vicenza,Vicenza
ma vostra nona no a ve fa mia la poenta tute le settimane?,Veneto,Vicenza,Vicenza
Ma vostra nona no vea fa a polenta tute e setimane,Veneto,Vicenza,Vicenza
Ma vostra nóna no ghe fa mía ła połenta tute łe semáne?,Veneto,Vicenza,Vicenza
Ma vostra nona no vea fa la poenta tute e setimane?,Veneto,Vicenza,Vicenza
"A vialtri, a nona no ve a fa a poenta tuti i dì?",Veneto,Vicenza,Vicenza
Ma vostra nona no ve fala mìa la polenta tute le stemane?,Veneto,Vicenza,Vicenza
Vostra nona non ve fała mia la poenta tute le setimane?,Veneto,Vicenza,Vicenza
Ma vostra nona non ve fa la polenta ogni settimana ,Veneto,Vicenza,Vicenza
Ma vostra nona non ve fa la poenta tute le setimane?,Veneto,Vicenza,Vicenza
Ma tu nona non te ghe fa la poenta tute le matine?,Veneto,Vicenza,Vicenza
Ma vostra nòna non ve fa la polènta tutte le settimane ,Veneto,Vicenza,Vicenza
Ma vostra nona ve fala mia la poenta tute le stimane?,Veneto,Vicenza,Vicenza
Ma vostra nona non ve a fa a polenta tute e setimane?,Veneto,Vicenza,Vicenza
ma a vostra nonna non ve a fa mia la polenta tute e setimane?,Veneto,Vicenza,Vicenza
To nona non ghe fa la polenta ogni settemana,Veneto,Vicenza,Vicenza
Ma vostra nonna non v'è la fa mia la poenta tute le settimane?,Veneto,Vicenza,Vicenza
ma a vostra nona non ve fa mia a polenta tute le setimane?,Veneto,Vicenza,Vicenza
To nona non ve fa a poenta tute e setimane?,Veneto,Vicenza,Vicenza
Ma to nona no a Ve fa mia a polenta tute e setimane,Veneto,Vicenza,Vicenza
Ma to nona no ve a fa mia a poenta tute e setimane?,Veneto,Vicenza,Vicenza
Ma vostra nonna non ve fa la polenta tute le settimane?,Veneto,Vicenza,Vicenza
tu none a fas la polente duc le semanes,Veneto,Vicenza,Vicenza
ma ,Veneto,Vicenza,Vicenza
.,Veneto,Vicenza,Vicenza
Ma to nona non ve fa mia la poenta tutte le settimane,Veneto,Vicenza,Vicenza
ma la vostra nona non ve a fa a poenta tute e settimane,Veneto,Vicenza,Vicenza
ma vostra nona non ve la fa la polenta tutte le settimane?,Veneto,Vicenza,Vicenza
Vostra nona non ve fa a polenta tutte e semane?,Veneto,Vicenza,Vicenza
Ma to nona non vea fa la polenta tute le setimane?,Veneto,Vicenza,Vicenza
Ma la vostra nona boa ve ve fa a poenta tute e setimane,Veneto,Vicenza,Vicenza
Ma tu nona non vea fe a poenta toe e semane?,Veneto,Vicenza,Vicenza
