CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,DE01_01,DE02,DE02_03,DE03,EM01,EM02,EM03,LA01,LA02_01,LA02_02,LA02_03,LA02_04,LA02_05,LA02_06,LA02_07,LA02_08,LA03,LA04,LA05,LA06,LA07_01,LA08_01,LG01,LG02,LG03,LG04,LG11,LG12,LG05,LG06,LG13,LG07,LG14,LG10,LG08_01,LG15_01,LO01,LO02,LO02s,LO03,LO04,LO05,LO09,LO06,LO07,LO07s,LO08,LO08_03,LO10,LO10s,LO11,LO11s,LU01,LU01_01,LU01_02,LU01_03,LU01_04,LU01_05,LU01_06,LU01_07,LU01_08,LU01_09,LU01_10,LU01_11,LU01_12,LU01_15,LU01_13,LU01_14,LU02,LU02_09,LU02_10,LU02_01,LU02_02,LU02_03,LU02_04,LU02_05,LU02_06,LU02_07,LU02_08,LU03,LU03_01,LU03_02,LU03_03,LU03_04,LU03_05,LU03_06,LU03_07,LU03_08,LU03_09,LU03_10,LU03_11,LU03_12,LU03_13,LU03_14,LU03_15,LU03_16,LU03_17,LU03_18,LU03_19,LU03_20,LU04,LU05,PL01,PL02,PL03,RW01,RW02,RW03,RW03_01,RW03_08,RW03_07,RW03_06,RW03_03,RW03_02,RW03_09,RW03_04,RW03_05,RW04,RW04_01,RW04_02,RW04_03,RW04_04,RW04_05,RW04_06,XT01_01,XT01_02,XT01_03,XT01_04,XT01_05,XT01_06,XT01_07,XT01_08,XT01_09,XT01_10,XT01_11,XT01_12,XT01_13,XT01_14,XT01_15,XT02,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
740,NA,NA,main-q,interview,2023-09-07T21:45:20Z,47,Uomo,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,Trasporto e magazzinaggio,NA,Indifferente,4,3,7,4,4,4,4,4,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in dialetto,Sì,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,Non ho figli maggiorenni,NA,"Sì, lo capisco molto bene","Sì, lo capisco molto bene","Sì, lo parlo molto bene","Sì, lo parlo molto bene",Lo parlo spesso,NA,Ma tó nona no te fà mia a połenta tute e setimane?,Sì,937,NA,Per più di 10 anni,Sì,Sì,NA,No,1271,NA,NA,NA,NA,NA,NA,NA,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,14,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Alcune volte,Alcune volte,Abbastanza offensiva,Abbastanza,Del tutto,Sì,No,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4,5,2,5,4,5,1,4,4,3,1,5,5,2,1,"Sì, voglio rispondere all'ulteriore quesito",42,6,17,3,6,NA,5,4,46,17,18,15,134,72,43,NA,NA,12,76,90,606,NA,2023-09-07T21:55:26Z,TRUE,FALSE,20,20,2,1,1.18
744,NA,NA,main-q,interview,2023-09-07T21:46:55Z,21,Uomo,NA,Diploma di maturità/certificato professionale,Studentessa/Studente,NA,[NA] Not answered,Positiva,4,4,6,6,4,6,4,3,Indifferente,Indifferente,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco bene",NA,"Sì, lo parlo bene",Lo parlo qualche volta,Inglese,Ma vostra nona no ve fa a poenta tute e setimane?,Sì,3605,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,50/50,50/50,Per nulla offensiva,Abbastanza,Per nulla,Sì,No,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,2,5,1,5,1,5,5,4,1,5,5,4,1,"Sì, voglio rispondere all'ulteriore quesito",27,6,58,6,NA,NA,NA,4,98,19,8,35,129,29,75,NA,NA,17,96,114,721,NA,2023-09-07T21:58:56Z,TRUE,FALSE,20,20,2,1,0.93
745,NA,NA,main-q,interview,2023-09-07T21:47:57Z,50,Donna,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,Attività di famiglie e convivenze come datori di lavoro per personale domestico; produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze,NA,Indifferente,4,4,5,5,4,5,4,1,Sì,Indifferente,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in dialetto,Sì,Prevalentemente in italiano,Prevalentemente in italiano,Prevalentemente in italiano,NA,NA,"Sì, lo capisco bene",NA,"Sì, lo parlo molto bene",Lo parlo spesso,Dialetto padovano,Ma vostra nona non ve la fa a poenta tute  e setimane,Sì,2538,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Alcune volte,Spesso,Abbastanza offensiva,NA,NA,Sì,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7,34,8,NA,NA,NA,6,43,24,15,60,164,47,86,NA,NA,26,NA,NA,542,NA,2023-09-07T21:56:59Z,FALSE,FALSE,18,18,0,0,0.76
746,NA,NA,main-q,interview,2023-09-07T21:50:38Z,34,Donna,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,Istruzione,NA,Indifferente,5,3,4,4,4,5,3,3,Sì,Indifferente,NA,NA,NA,NA,Prevalentemente in dialetto,In italiano e in dialetto con la stessa frequenza,No,NA,NA,NA,Prevalentemente in italiano,"Sì, lo capisco bene","Sì, lo capisco molto bene",Così così,"Sì, lo parlo molto bene",Lo parlo spesso,"Inglese, tedesco, spagnolo ",Ma vostra nona no ve fala mia la polenta tute le setimane?,Sì,4142,NA,Per 5-10 anni,Sì,Sì,NA,No,1826,NA,NA,NA,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Spesso,Alcune volte,Poco offensiva,Abbastanza,Del tutto,Sì,No,3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,5,1,5,4,5,1,5,4,1,1,5,5,1,1,"Sì, voglio rispondere all'ulteriore quesito",19,6,18,4,5,NA,8,3,16,18,5,32,95,26,50,NA,NA,10,74,71,460,NA,2023-09-07T21:58:18Z,TRUE,FALSE,20,20,0,0,1.34
747,NA,NA,main-q,interview,2023-09-07T21:50:43Z,19,Uomo,NA,Diploma di maturità/certificato professionale,Studentessa/Studente,NA,Scienze e tecnologie agrarie e forestali (L-25),Positiva,4,7,7,7,7,4,4,4,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,In italiano e in dialetto con la stessa frequenza,No,NA,NA,NA,Prevalentemente in dialetto,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",Lo parlo sempre,NA,Ła vostra nona no ła fała ła połenta tute łe setemane?,Sì,2827,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Mai,Spesso,Per nulla offensiva,Abbastanza,Abbastanza,Sì,No,7,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,2,4,2,5,3,4,1,4,2,1,1,5,5,4,1,"Sì, voglio rispondere all'ulteriore quesito",8,6,18,8,NA,NA,NA,3,16,18,5,14,163,29,51,NA,NA,16,36,97,488,NA,2023-09-07T21:58:51Z,TRUE,FALSE,20,20,2,1,1.44
748,NA,NA,main-q,interview,2023-09-07T21:50:44Z,15,Uomo,NA,Licenza di scuola media,Studentessa/Studente,NA,[NA] Not answered,Positiva,4,4,7,7,4,7,4,1,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,In italiano e in dialetto con la stessa frequenza,No,NA,NA,NA,Prevalentemente in dialetto,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",Lo parlo spesso,"Inglese, veneto, tedesco, lombardo",Ma vuestra nona no la fâs us la polenta dutis lis stimanis?,Sì,114,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Mai,Molto spesso,Per nulla offensiva,NA,NA,Sì,Sì,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,63,20,4,NA,NA,NA,3,1,53,13,34,132,18,30,NA,NA,11,NA,NA,343,NA,2023-09-07T21:57:22Z,FALSE,FALSE,18,18,3,2,1.32
749,NA,NA,main-q,interview,2023-09-07T21:54:18Z,22,Donna,NA,Laurea triennale,Studentessa/Studente,NA,Scienze della comunicazione (L-20),Indifferente,3,3,4,4,2,4,2,1,Sì,No,NA,NA,Ritengo che debba restare all'interno del nucleo familiare o di amicizie. Non si addice all'uso istituzionale e formale ,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo bene",Lo parlo raramente,"Inglese (britannico e americano), tedesco, spagnolo",Vostra nona no ve faea a poenta tute e setimane?,Sì,4156,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Molto spesso,Alcune volte,Per nulla offensiva,Abbastanza,Abbastanza,Sì,No,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,5,1,5,2,5,1,5,1,1,1,5,5,1,1,"Sì, voglio rispondere all'ulteriore quesito",60,5,43,7,NA,NA,NA,5,92,17,6,46,131,25,52,NA,78,15,91,102,775,NA,2023-09-07T22:07:13Z,TRUE,FALSE,20,20,0,0,0.95
750,NA,NA,main-q,interview,2023-09-07T21:55:06Z,21,Donna,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,Servizi di alloggio e ristorazione,NA,Indifferente,4,6,6,6,4,5,5,5,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,"Sì, lo capisco bene","Sì, lo capisco bene","Sì, ma molto poco","Sì, lo parlo bene",Lo parlo raramente,Francese inglese,Ma vostra nòna nen ve fa la polenta tute le duminica?,Sì,2286,NA,Per più di 10 anni,Sì,Sì,NA,No,1212,NA,NA,NA,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Molto spesso,50/50,Neutra,Del tutto,Del tutto,Sì,No,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,3,5,5,5,1,5,3,3,1,5,5,5,1,"Sì, voglio rispondere all'ulteriore quesito",13,7,25,6,5,NA,6,4,11,16,4,30,375,31,42,NA,NA,11,90,82,758,NA,2023-09-07T22:07:45Z,TRUE,FALSE,20,20,0,0,1.28
751,NA,NA,main-q,interview,2023-09-07T21:56:35Z,20,Donna,NA,Diploma di maturità/certificato professionale,Studentessa/Studente,NA,Filosofia (L-5),Positiva,4,5,7,5,4,7,4,3,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,In italiano e in dialetto con la stessa frequenza,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,Così così,NA,"Sì, ma molto poco",Lo parlo qualche volta,"Napoletano, romano ",Ma vostra nona ve ghe fa a poenta tutte e settimane?,Sì,4156,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Molto spesso,Molto spesso,Neutra,NA,NA,Sì,Sì,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,27,6,NA,NA,NA,4,24,19,5,28,100,22,47,NA,NA,16,NA,NA,313,NA,2023-09-07T22:01:48Z,FALSE,FALSE,18,18,0,0,1.32
753,NA,NA,main-q,interview,2023-09-07T21:59:57Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,21,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,2023-09-07T22:00:43Z,FALSE,FALSE,6,6,0,0,0.76
758,NA,NA,main-q,interview,2023-09-07T22:02:13Z,NA,NA,NA,NA,Studentessa/Studente,NA,Lingue e letterature moderne europee e americane (LM-37),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco bene",NA,"Sì, ma molto poco",Lo parlo raramente,"Inglese, spagnolo",Ma vostra nona no ve fa mia la poenta tute le settimane?,Sì,2926,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Molto spesso,Alcune volte,NA,NA,NA,No,No,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,9,31,14,NA,NA,NA,19,52,20,14,25,106,40,NA,NA,NA,NA,NA,NA,358,NA,2023-09-07T22:08:11Z,FALSE,FALSE,14,14,0,0,0.78
759,NA,NA,main-q,interview,2023-09-07T22:03:12Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sì,-9,NA,Per più di 10 anni,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,2023-09-07T22:04:31Z,FALSE,FALSE,3,3,25,25,1.06
760,NA,NA,main-q,interview,2023-09-07T22:08:17Z,NA,NA,NA,NA,Studentessa/Studente,NA,Scienze e tecnologie agrarie e forestali (L-25),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,In italiano e in dialetto con la stessa frequenza,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco bene",NA,Così così,NA,NA,NA,Sì,2827,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spesso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,10,42,10,NA,NA,NA,5,101,27,22,22,NA,NA,NA,NA,NA,NA,NA,NA,256,NA,2023-09-07T22:12:33Z,FALSE,FALSE,12,12,7,4,0.75
761,NA,NA,main-q,interview,2023-09-07T22:08:19Z,16,Uomo,NA,Licenza di scuola media,Studentessa/Studente,NA,[NA] Not answered,Indifferente,4,4,6,5,3,6,4,1,Sì,Indifferente,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",Lo parlo qualche volta,NA,ma vostra nona ve fala la polenta tute le stimane?,Sì,3440,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Alcune volte,Spesso,Neutra,NA,NA,Sì,Sì,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,19,6,NA,NA,NA,4,26,22,5,16,87,25,47,NA,NA,13,NA,NA,294,NA,2023-09-07T22:13:13Z,FALSE,FALSE,18,18,5,3,1.3
762,NA,NA,main-q,interview,2023-09-07T22:09:28Z,23,Donna,NA,Laurea triennale,Studentessa/Studente,NA,Scienze economico-aziendali (LM-77),Indifferente,4,4,4,4,4,4,4,3,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in dialetto,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",Lo parlo spesso,NA,Ma vostra nona no ve fa poenta tutte e stimane?,Sì,2198,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,16,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Alcune volte,Alcune volte,Poco offensiva,Abbastanza,Molto,Sì,No,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,4,2,3,2,3,1,5,1,2,1,3,5,3,1,"Sì, voglio rispondere all'ulteriore quesito",30,5,34,11,NA,NA,NA,6,55,24,18,18,139,32,60,NA,NA,19,109,176,736,NA,2023-09-07T22:21:44Z,TRUE,FALSE,20,20,2,1,0.88
764,NA,NA,main-q,interview,2023-09-07T22:10:40Z,14,Uomo,NA,Licenza di scuola media,Studentessa/Studente,NA,[NA] Not answered,Indifferente,2,3,5,4,4,5,3,3,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco bene",NA,Così così,Lo parlo qualche volta,NA,Ma to nona non ve la fa mia la polenta in ste setimane?,Sì,1996,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Alcune volte,Alcune volte,Neutra,Del tutto,Molto,No,Sì,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4,1,3,4,4,1,4,1,1,1,3,5,1,1,"Sì, voglio rispondere all'ulteriore quesito",62,15,27,8,NA,NA,NA,5,4,20,7,18,182,27,73,NA,NA,17,120,106,691,NA,2023-09-07T22:22:11Z,TRUE,FALSE,20,20,3,2,1.07
